IdPedido,IdCliente,IdEmpleado,FechaPedido,FechaEntrega,FechaEnvio,IdTransportista,Cargo,NombreDestinatario,DireccionDestinatario,CiudadDestinatario,RegionDestinatario,CodPostalDestinatario,PaisDestinatario
10713,SAVEA,1,2025-10-22,2025-11-19,2025-10-24,1,167.05,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10714,SAVEA,5,2025-10-22,2025-11-19,2025-10-27,3,24.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10715,BONAP,3,2025-10-23,2025-11-06,2025-10-29,1,63.2,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10716,RANCH,4,2025-10-24,2025-11-21,2025-10-27,2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10717,FRANK,1,2025-10-24,2025-11-21,2025-10-29,2,59.25,Frankenversand,Berliner Platz 43,München,,80805,Alemania
10718,KOENE,1,2025-10-27,2025-11-24,2025-10-29,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Alemania
10719,LETSS,8,2025-10-27,2025-11-24,2025-11-05,2,51.44,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,Estados Unidos
10720,QUEDE,8,2025-10-28,2025-11-11,2025-11-05,2,9.53,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brasil
10721,QUICK,5,2025-10-29,2025-11-26,2025-10-31,3,48.92,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10722,SAVEA,8,2025-10-29,2025-12-10,2025-11-04,1,74.58,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
10723,WHITC,3,2025-10-30,2025-11-27,2025-11-25,1,21.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,Estados Unidos
10724,MEREP,8,2025-10-30,2025-12-11,2025-11-05,2,57.75,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10725,FAMIA,4,2025-10-31,2025-11-28,2025-11-05,3,10.83,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brasil
