IdPedido,IdCliente,IdEmpleado,FechaPedido,FechaEntrega,FechaEnvio,IdTransportista,Cargo,NombreDestinatario,DireccionDestinatario,CiudadDestinatario,RegionDestinatario,CodPostalDestinatario,PaisDestinatario
11018,LONEP,4,2026-04-13,2026-05-11,2026-04-16,2,11.65,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,Estados Unidos
11019,RANCH,6,2026-04-13,2026-05-11,,3,3.17,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
11020,OTTIK,2,2026-04-14,2026-05-12,2026-04-16,2,43.3,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Alemania
11021,QUICK,3,2026-04-14,2026-05-12,2026-04-21,1,297.18,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
11022,HANAR,9,2026-04-14,2026-05-12,2026-05-04,2,6.27,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brasil
11023,BSBEV,1,2026-04-14,2026-04-28,2026-04-24,2,123.83,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,Reino Unido
11024,EASTC,4,2026-04-15,2026-05-13,2026-04-20,1,74.36,Eastern Connection,35 King George,London,,WX3 6FW,Reino Unido
11025,WARTH,6,2026-04-15,2026-05-13,2026-04-24,3,29.17,Wartian Herkku,Torikatu 38,Oulu,,90110,Finlandia
11026,FRANS,4,2026-04-15,2026-05-13,2026-04-28,1,47.09,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italia
11027,BOTTM,1,2026-04-16,2026-05-14,2026-04-20,1,52.52,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
11028,KOENE,2,2026-04-16,2026-05-14,2026-04-22,1,29.59,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Alemania
11029,CHOPS,4,2026-04-16,2026-05-14,2026-04-27,1,47.84,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Suiza
11030,SAVEA,7,2026-04-17,2026-05-15,2026-04-27,2,830.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
11031,SAVEA,6,2026-04-17,2026-05-15,2026-04-24,2,227.22,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
11032,WHITC,2,2026-04-17,2026-05-15,2026-04-23,3,606.19,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,Estados Unidos
11033,RICSU,7,2026-04-17,2026-05-15,2026-04-23,3,84.74,Richter Supermarkt,Starenweg 5,Genève,,1204,Suiza
11034,OLDWO,8,2026-04-20,2026-06-01,2026-04-27,1,40.32,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,Estados Unidos
11035,SUPRD,2,2026-04-20,2026-05-18,2026-04-24,2,0.17,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgica
11036,DRACD,8,2026-04-20,2026-05-18,2026-04-22,3,149.47,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Alemania
11037,GODOS,7,2026-04-21,2026-05-19,2026-04-27,1,3.2,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,España
11038,SUPRD,1,2026-04-21,2026-05-19,2026-04-30,2,29.59,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgica
11039,LINOD,1,2026-04-21,2026-05-19,,2,65,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
11040,GREAL,4,2026-04-22,2026-05-20,,3,18.84,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
11041,CHOPS,3,2026-04-22,2026-05-20,2026-04-28,2,48.22,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Suiza
11042,COMMI,2,2026-04-22,2026-05-06,2026-05-01,1,29.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brasil
11043,SPECD,5,2026-04-22,2026-05-20,2026-04-29,2,8.8,Spécialités du monde,"25, rue Lauriston",Paris,,75016,Francia
11044,WOLZA,4,2026-04-23,2026-05-21,2026-05-01,1,8.72,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Polonia
11045,BOTTM,6,2026-04-23,2026-05-21,,2,70.58,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
11046,WANDK,8,2026-04-23,2026-05-21,2026-04-24,2,71.64,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Alemania
11047,EASTC,7,2026-04-24,2026-05-22,2026-05-01,3,46.62,Eastern Connection,35 King George,London,,WX3 6FW,Reino Unido
11048,BOTTM,7,2026-04-24,2026-05-22,2026-04-30,3,24.12,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
11049,GOURL,3,2026-04-24,2026-05-22,2026-05-04,1,8.34,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brasil
11050,FOLKO,8,2026-04-27,2026-05-25,2026-05-05,2,59.41,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
11051,LAMAI,7,2026-04-27,2026-05-25,,3,2.79,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,Francia
11052,HANAR,3,2026-04-27,2026-05-25,2026-05-01,1,67.26,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brasil
11053,PICCO,2,2026-04-27,2026-05-25,2026-04-29,2,53.05,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
11054,CACTU,8,2026-04-28,2026-05-26,,1,0.33,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
11055,HILAA,7,2026-04-28,2026-05-26,2026-05-05,2,120.92,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
11056,EASTC,8,2026-04-28,2026-05-12,2026-05-01,2,278.96,Eastern Connection,35 King George,London,,WX3 6FW,Reino Unido
11057,NORTS,3,2026-04-29,2026-05-27,2026-05-01,3,4.13,North/South,South House 300 Queensbridge,London,,SW7 1RZ,Reino Unido
11058,BLAUS,9,2026-04-29,2026-05-27,,3,31.14,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Alemania
11059,RICAR,2,2026-04-29,2026-06-10,,2,85.8,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brasil
11060,FRANS,2,2026-04-30,2026-05-28,2026-05-04,2,10.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italia
11061,GREAL,4,2026-04-30,2026-06-11,,3,14.01,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
11062,REGGC,4,2026-04-30,2026-05-28,,2,29.93,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italia
11063,HUNGO,3,2026-04-30,2026-05-28,2026-05-06,2,81.73,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
